notice_title,notice_deadline,org_country
Monthly Basis Cab & Taxi Hiring Services - Premium Sedan; 2000 Km X 320 Hours; Local 24*7 Quantity: 1,06/11/2026:00:00:00,IN
"Ce278Ac Hp 78A Black Lj Toner Crtdg,Hp Laser Mfp 138Fnw 110A/W1112A,Toner For Hp 206A Black/W2110A, Quantity: 170",06/11/2026:00:00:00,IN
Items: Counter Unmanned Aerial Systemquantity: 1,06/11/2026:00:00:00,IN
Items: Sanchar Hardwarequantity: 1,06/11/2026:00:00:00,IN
Items: 5975-063904 Junction Boxquantity: 10,06/11/2026:00:00:00,IN
"Ph 4.0 Buffer Solution Nist Traceble,Ph 7.0 Buffer Solution Nist Traceble,Ph 10.0 Buffer Solution N Quantity: 28",06/11/2026:00:00:00,IN
Technical Grade Sulfur Hexafluoride (Sf 6) For Use In Electrical Equipment As Per Is 13072 Quantity: 208,06/11/2026:00:00:00,IN
"Harvesting Pole,Harvesting Pole Quantity: 63",06/11/2026:00:00:00,IN
Drinking Water Coolers (V4) Isi Marked To Is 1475 Quantity: 2,06/11/2026:00:00:00,IN
"6X4 Flex Board With Out Frame,6X7 Flex Board With Frame,6X4 Flex Board With Out Frame,Voltas 1 5 To Quantity: 17",06/11/2026:00:00:00,IN
"Gis Related Survey Services - Sq. Kilometer; Forest; 1:4000, 1:2000; Topographic Survey And Contour Quantity: 10",06/11/2026:00:00:00,IN
"Ht Plates With Gaskets,Ht Plate Gaskets,Locking Bolts Arrangement-Lockwasher Quantity: 319",06/11/2026:00:00:00,IN
Items: Tanker On Agricultural Trailerquantity: 2,06/11/2026:00:00:00,IN
"Clutch Disc 352 Dia,Clutch Master Cyl,Clutch Cover 352 Dia,Assy Tandem Booster Assy,Tandem Master C Quantity: 5",06/11/2026:00:00:00,IN
Hbl Lead Tin 12 V 120 Ah Battery (Llwr) Quantity: 4,06/11/2026:00:00:00,IN
Zidovudine + Lamivudine + Nevirapine Tablets (V2) Quantity: 1800,06/11/2026:00:00:00,IN
"Repair, Maintenance, And Installation Of Plant/ Systems/Equipments (Version 2) - Coal Mines; Collec Quantity: 1",06/11/2026:00:00:00,IN
Items: Distributor Head (Stln)Quantity: 3,06/11/2026:00:00:00,IN
Professional Painting Service - Metals; Na; 125Kva Dg Set Quantity: 1,06/11/2026:00:00:00,IN
Items: Sodium Tri Poly Phosphatequantity: 26000,06/11/2026:00:00:00,IN
Goods Transport Service – Per Trip Based  Service - Household/Office; Pickup Truck; Medium Duty Quantity: 2,06/11/2026:00:00:00,IN
"Repair And Overhauling Service - Camera For Cctv System (V2); Hikvision, Unitech, Skyworth; Yes; Bu Quantity: 1",06/11/2026:00:00:00,IN
Led Luminaire For Road And Street Lights Conforming To Is 10322 (Part 5/Section 3) (V3) (Under Bis  Quantity: 100,06/11/2026:00:00:00,IN
"Ch7811050705 - Insert 2Nu-Ccgw060204, Gr-Cbn, (Vsgm),Bh7822550845 - Ins Ccmw060204, Gr-Cbn(T90.1, 2 Quantity: 60",06/11/2026:00:00:00,IN
"1 Carton Mala N Ministry Unipill 1110422227,2 Carton Mala N Ministry Unipill 1110422227,3 Carton Ma Quantity: 245000",06/11/2026:00:00:00,IN
Speed Sensor With All End Connectors Fitted In Ready To Use Condition For Bhel-3-Phase Quantity: 2,06/11/2026:00:00:00,IN
Motor Insurance Service - Bus; Above 2500 Cc Quantity: 1,06/11/2026:00:00:00,IN
Entry And Mid Level Desktop Computer Quantity: 14,06/11/2026:00:00:00,IN
Items: Tablet Computer (V2)Quantity: 2,06/11/2026:00:00:00,IN
Facility Management Services - Lumpsum Based - Office; Stationery Material; Consumables To Be Provi Quantity: 1,06/11/2026:00:00:00,IN
Items: Blood Administration Set (V2)Quantity: 6000,06/11/2026:00:00:00,IN
"Allen Key Set,Trim Screw Driver Set,De Soldering Pump,Philips Screw Driver Set With Magnet,Star Scr Quantity: 49",06/11/2026:00:00:00,IN
"Brown Tape 2,Brown Tape 3,Cello Tape 3,Cello Tape 1,Cello Tape 4,Brown Tape 4,Cello Tape 2,Paper Pi Quantity: 3239",06/11/2026:00:00:00,IN
"Modular Table / Meeting Table / Centre Table (V2),Interactive Panels With Cpu Quantity: 65",06/11/2026:00:00:00,IN
Manpower Outsourcing Services - Minimum Wage - Unskilled; High School; Admin Quantity: 1,06/11/2026:00:00:00,IN
"Ceiling Including Lobby Area 1,Reception Room Including Counter Table Storage Panelling 2,Wall High Quantity: 5",06/11/2026:00:00:00,IN
Toner Cartridges / Ink Cartridges / Consumables For Printers Quantity: 4,06/11/2026:00:00:00,IN
Rolled Steel Dia 60 Mm As Per Specification Gost V 10230-75 For Stabilizer Amk-339. Quantity: 42153,06/11/2026:00:00:00,IN
Manpower Outsourcing Services - Fixed Remuneration - It-Technical; It Lab Assistant; Graduate Quantity: 1,06/11/2026:00:00:00,IN
"Shock Absober,Hose,Hose,Hose Non Metallic,Gasket,Gasket,Gasket,Ring Gasket,Gasket,Packing Performed Quantity: 560",06/11/2026:00:00:00,IN
"Tape Transparent 1 Inch,Tape Insulation 25 Mm Steel Grip,Synthetic Mat Red,Synthetic Mat Green,Supe Quantity: 1929",06/11/2026:00:00:00,IN
"Pk-Spd-008,Pk-Spd-011,Pk-Spd-010,Pk-Spd-022,Pk-Spd-034,Pk-Spd-035 Quantity: 8950",06/11/2026:00:00:00,IN
Coplin Jar 60Ml/3 Slide Capacity Quantity: 100,06/11/2026:00:00:00,IN
"Plug Oxygen Sensor,Pump Assy,Rectifier,Hose 875 Long,Solenoid Switch,Hose Pipe To Pump Quantity: 10",06/11/2026:00:00:00,IN
"Ba9756263008,Site Supervision_1,Ba9755135022,Ba9756076062,Ba9756073012,Ba9756075007,Site Supervisio Quantity: 88",06/11/2026:00:00:00,IN
Labour Charge For Fabrication Of Motor Base A-Frame / Support Foot /Actuator Base / Anti-Rotation D Quantity: 25000,06/11/2026:00:00:00,IN
Ward No. Of Municipal Corporation Kota. 54 And 94 (Old Ward No. 71 And 78) Construction Work Of Yoga Bhavan At A Public Place In Mahavir Nagar Ii And Civil Construction/Repair And Beautification Work Of Various Nature And Other Development Works In Talwandi Area.,06/11/2026:00:00:00,IN
Multipurpose Dry Batteries (Non-Rechargeable) (V3) Isi Marked To Is 8144 Quantity: 3700,06/11/2026:00:00:00,IN
"Twister - Outdoor Gym Equipment,Twister - Outdoor Gym Equipment,Chest  Press - Outdoor Gym Equipmen Quantity: 9",06/11/2026:00:00:00,IN
Custom Bid For Services - Please Refer Tender Doc Quantity: 1,06/11/2026:00:00:00,IN
Items: Raisin Brownquantity: 1827,06/11/2026:00:00:00,IN
Facility Management Services - Lumpsum Based - Supply Of Stainless Steel Tanker Qty 02 Pcs; As Per  Quantity: 1,06/11/2026:00:00:00,IN
"Dial Plate For Setting And Indication Shaft Assy Of Id Fan Saf 40_19,2 As Per Drg No. 35542002779,D Quantity: 22",06/11/2026:00:00:00,IN
"Laptop With Macos,Smart Phone With A19 Pro Chipset,Smart Phone With A19 Chipset,2 In 1 Convertible  Quantity: 4",06/11/2026:00:00:00,IN
"Customized Amc/Cmc For Pre-Owned Products - Air Conditioner; Lg,Loyed,Blue Star,Carrier,Godrej,Volt Quantity: 87",06/11/2026:00:00:00,IN
"Areca Palm,Neem Khali,Bone Meal,Cocopeat,Vermi Compost,Flower Pot Pvc,Vertical Gardern Comprision W Quantity: 181",06/11/2026:00:00:00,IN
Manpower Outsourcing Services - Minimum Wage - Skilled; Secondary School; Others Quantity: 4,06/11/2026:00:00:00,IN
"Integrated Security Surveillance System Service - Theft Prevention, Remote Video Monitoring, Facili Quantity: 1",06/11/2026:00:00:00,IN
Custom Bid For Services - Hiring Of 1 No Latest Scorpio At Vanki Wind Project For 1 Year Quantity: 1,06/11/2026:00:00:00,IN
"High End Laptop - Notebook,Tablet Computer (V2) Quantity: 4",06/11/2026:00:00:00,IN
Items: Stanchion Barriers (V2)Quantity: 26,06/11/2026:00:00:00,IN
Manpower,06/11/2026:00:00:00,IN
Dc Axial Fan For Bhel Propulsion System Based Wag9Hc Locos As Per Bhel Material Code Ti0668103310 Quantity: 4,06/11/2026:00:00:00,IN
Items: Pvc Paneling & Misc Workquantity: 1,06/11/2026:00:00:00,IN
Acrylic Back Light Board 2' X 3' X 12 Mm Quantity: 3,06/11/2026:00:00:00,IN
Custom Bid For Services - Tree Feeling And Transportation Of Log To Area Store For The Felling Quantity: 1,06/11/2026:00:00:00,IN
Items: Treatment Couch (V2)Quantity: 493,06/11/2026:00:00:00,IN
Monthly Basis Cab & Taxi Hiring Services - Hatchback; 2000 Km X 320 Hours; Local 24*7 Quantity: 6,06/11/2026:00:00:00,IN
Annual Maintenance Services For Water Purification And Conditioning System (Version 2) - Water Puri Quantity: 23,06/11/2026:00:00:00,IN
"Resin Bonded Rock Wool Mattress,Resin Bonded Rock Wool Mattress Quantity: 2000",06/11/2026:00:00:00,IN
Medical Caps Conforming To Is 17629 Quantity: 165000,06/11/2026:00:00:00,IN
Items: Refrigerant Gasquantity: 25,06/11/2026:00:00:00,IN
"Cleaning, Sanitation And Disinfection Service - Outcome Based - Office/Commercial/Institutions/Resi Quantity: 27691",06/11/2026:00:00:00,IN
Time 11:00 - 2026 Osmangazi District Emergency Canal Construction Work,06/12/2026:00:00:00,TR
Glass Purchase,06/15/2026:17:00:00,TR
Purchase Of Turnstile Arm,06/15/2026:17:00:00,TR
Mustafakemalpaşa Şapçı - Kömürcükadı Irrigation Pond (Membrane) Construction Work,06/16/2026:00:00:00,TR
Purchasing A Composer Gun,06/16/2026:09:00:54,TR
"Purchasing Gloves (Small, Medium And Large Size)",06/16/2026:16:09:14,TR
Purchase Of 3 Items Of Materials For The Operating Room,06/16/2026:16:23:46,TR
Maintenance And Repair Work Of Fire Alarm Detection Systems,06/16/2026:17:00:00,TR
Periodic Maintenance Of Fire Fighting Systems,06/16/2026:17:00:00,TR
83 Automatic Payment Cashiers Device Maintenance And Troubleshooting Work,06/17/2026:00:00:00,TR
Supplying And Securing Antibodies And Compounds For Western Blot Analysis For The King Abdullah International Center For Medical Research...,06/17/2026:00:00:00,SA
"A Framework Agreement To Provide Customs Clearance, Transportation, Unloading And Storage Services For Large Container Shipments",06/17/2026:00:00:00,SA
Maintenance Of The Shafan Entrance Garden In Wadi Bin Hashbal Center,06/17/2026:00:00:00,SA
Supplying Spare Parts To Furnish Unit No. 1 For The Administration Of King Abdulaziz City In Tabuk,06/17/2026:00:00:00,SA
"Providing And Supplying Solutions For Western Blot Analysis To The King Abdullah International Center For Medical Research, Affiliated With The University Of...",06/17/2026:00:00:00,SA
Supply And Installation Of Additional Cooling Units For The Control Room (Dcs) In Shuaiba 4 In The Seawater Desalination System In Shuaiba,06/17/2026:00:00:00,SA
A Framework Agreement To Provide Civil Works Services To The King Abdullah City For Atomic And Renewable Energy Facility In Al-Khazara,06/17/2026:00:00:00,SA
Operating Laundry Services At Imam Abdul Rahman Bin Faisal Hospital In The Academic Medical City,06/17/2026:00:00:00,SA
Pulling And Cleaning Channels In Al-Khobar 4 In The Seawater Desalination System In Al-Khobar,06/17/2026:00:00:00,SA
Penetration Testing To Evaluate And Discover Vulnerabilities On It Infrastructure And Systems,06/17/2026:00:00:00,SA
Replacement Of The Electrical Source For The Overhead Cranes In The Flash Evaporation Units Area And The Water Filtration Area,06/17/2026:00:00:00,SA
Supplying An Aquatec Sewage Truck To The Administration Of King Abdulaziz Military City In Tabuk,06/17/2026:00:00:00,SA
Muş Forest Management Directorate Stone Wall Construction Work,06/17/2026:10:00:00,TR
"Mechanical Repair Work Of 6 Schools In Gaziantep (Nizip District Gazi Mustafa Kemal İo, Mehmet Cemal Dikici İo, Şahinbey District Mehmet Nuri Akdemir İo, Şehitkamil District Gazikent Borsa İstanbul Oo, Mete Uygun Oo And Şehit Müslüm Altıntaş İo)",06/17/2026:10:00:00,TR
Roof Repair Of Building No. 009 Gm,06/17/2026:14:00:00,TR
Renewal Of Electrical Installations Of Building No. 028-068-139 Gm,06/17/2026:15:00:00,TR
Natural Gas Conversion Work Of 21 Schools (3 Parts),06/18/2026:10:00:00,TR
"Roof Maintenance, Repair And Renovation Of Nöhü Central Campus And Affiliated Campuses",06/18/2026:10:00:00,TR
Zile State Hospital 4 Part Brain Surgery Set Purchase,06/18/2026:10:00:00,TR
Making Family Health Centers Compliant With The Corporate Identity Guide,06/18/2026:10:00:00,TR
"Repair Work Of Gaziantep Province Şahinbey District Hatice Karslıgil Primary School, Yeşilkent Şehit Ömer Polat Primary School, Şehit Serdar Gören Secondary School And Şehitkamil District Göksüncük Şehit Mehmet Cücük Primary School",06/18/2026:10:00:00,TR
(7) Pen Vegetables And Fruit,06/18/2026:10:30:00,TR
Purchase Of 2 Pen Medical Devices,06/18/2026:10:30:00,TR
Greenhouse Facility Authority,06/18/2026:11:00:00,TR
Karahüyük District 27593 Island 23 Plot Transformer Construction Work,06/18/2026:11:00:00,TR
Istanbul University Faculty Of Economics Annex 2 Building 1 Basement Floor Türkel Minibaş Theater Stage Renovation And Various Repairs,06/18/2026:11:00:00,TR
"Uşak Center Kgys Expansion, Infrastructure Installation And Assembly Project Goods Procurement Work",06/18/2026:11:00:00,TR
Graduation Organization Service Procurement,06/18/2026:11:00:00,TR
Çanakçi District Gendarmerie Command Natural Gas Conversion,06/19/2026:10:00:00,TR
"Maintenance And Repair Work Of Buildings With Album Number 1962-Mut-Kar-053, 1985-Sdp-Bet-070, 1962-Koğ-Kar-033 And 1962-Tuv-Kar-030 Located In Section 4 Ali̇ Çeti̇nkaya Barracks",06/19/2026:10:00:00,TR
"Shade Shade, Solar Energy System, Plaster And Wc-Shower Area Construction Work Within The Scope Of Pasture Improvement Works Of Our Provincial Directorate",06/19/2026:10:00:00,TR
"Purchasing Wreaths, Flowers, Carnations And Potted Flowers",06/19/2026:11:00:00,TR
Purchase Of 1 Funeral Transport Vehicle,06/19/2026:11:00:00,TR
Erzurum Teachers' Center And Aso Repair Work,06/19/2026:14:00:00,TR
"12 Months Service Procurement For Workplace Doctor, Occupational Safety Expert And Other Health Personnel",06/22/2026:10:00:00,TR
Yomra Gymnastics Hall Chiller Maintenance And Repair Work,06/22/2026:10:00:00,TR
Mani̇sa Soma Vocational And Technical Anatolian High School Natural Gas Conversion Installation Repair Work,06/22/2026:10:00:00,TR
Repair Of Karatay Gevher Nesibe Hatun Iho And Karatay Martyr Lieutenant Mehmet Regular Iho,06/22/2026:10:30:00,TR
Procurement Of Portable Solar Power Sets,06/23/2026:09:00:00,TR
"Procurement Of Food Preparation, Distribution And After Services With 12 Months Materials",06/23/2026:10:00:00,TR
Ft-Ir Device (Fourier Transformed Infared Spectrometer),06/23/2026:10:00:00,TR
Hv Tek Okl K 245 Gm Number Kadri Çakmakyapan Shift Dormitory 2 Section Wet Area Repairs,06/23/2026:10:00:00,TR
Purchase Of 56 Items Of Medical Consumables,06/23/2026:10:00:00,TR
Mani̇sa Akhi̇sar Chamber Of Commerce Primary School Repair Work,06/23/2026:10:00:00,TR
Purchasing Raw Bulgur,06/23/2026:10:30:00,TR
Animal Ministry Construction Work,06/23/2026:11:00:00,TR
Health Sciences University Gülhane Faculty Of Pharmacy 184 Pen Laboratory Material Purchase Work,06/23/2026:11:00:00,TR
Purchase Of 31 Items Of Consumables For The Sterilization Unit,06/24/2026:10:00:00,TR
Various Electrical Materials For Karşiyaka Municipality,06/24/2026:11:00:00,TR
Liquid Detergent System,06/24/2026:11:00:00,TR
Work To Protect And Monitor Natural Values ​​Of Kızılırmak Delta Wetland And Bird Sanctuary (Year 2026/5 Months),06/25/2026:10:00:00,TR
"Providing Licenses And Subscriptions For Pdf Editing, Multimedia Content Production Platform Software",06/25/2026:10:00:00,TR
Construction Of Lifeguard Nursing Home Affiliated To Highways 147 (Iznik) Branch Chief,06/25/2026:10:00:00,TR
Vehicle And Vehicle Mounted Multipurpose Cleaning And Maintenance Machine,06/25/2026:10:00:00,TR
Yozgat Province Çekerek District Çandır Village Upper Basin Measures,06/25/2026:10:00:00,TR
"District Entrance Road Sideway, Division And Landscaping And District-Wide Cowling Stone Road Construction Work",06/25/2026:10:00:00,TR
Adult Dog Food Purchase,06/25/2026:10:00:00,TR
Aksu State Hospital Curtain Purchase,06/25/2026:10:30:00,TR
Purchasing 16 Items Of Medical Devices,06/25/2026:10:30:00,TR
Cyber ​​Security Software And Systems,06/25/2026:10:30:00,TR
3 Pens Milk Dessert,06/25/2026:11:00:00,TR
Chicken Meat And Chicken Egg,06/25/2026:11:00:00,TR
Surface Coating,06/25/2026:11:00:00,TR
Fuel Goods Purchase,06/25/2026:11:00:00,TR
C20/25 Ready-Mixed Concrete Procurement Work,06/25/2026:14:00:00,TR
Construction Of Signalization Facilities And Maintenance And Repair Of Signalization And Light Systems On The Roads Under The Responsibility Of 13 Regional Directorates Of Highways,06/26/2026:10:00:00,TR
Combined Surface Coating Machine And 50M3 Vertical Storage Tank,06/26/2026:10:00:00,TR
Purchase Of 6 (Six) Pen Laboratory Devices (As According To Approved Technical Specifications),06/26/2026:10:00:00,TR
Spare Parts For Volunteer Fire Brigade Tankers,06/26/2026:10:00:00,TR
Procurement Of Occupational Safety Measurement And Analysis Services,06/26/2026:10:30:00,TR
"Manufacturing, Installation And Commissioning Of Treatment Plant For Demirdağ Wagon Maintenance Workshop In Order To Prevent The Harm Of Wastewater To The Environment",06/26/2026:11:00:00,TR
Purchase Of Tailor Materials,06/26/2026:11:00:00,TR
2026 Basic Material Procurement,06/26/2026:14:00:00,TR
"Asphalt Coating, Patching, Double Layer Bituminous Surface Coating Work (By Bitumen Administration)",06/29/2026:10:00:00,TR
Gürgentepe Municipality Purchases Diesel For Use In Vehicles And Construction Machines,06/29/2026:10:00:00,TR
Kahramanmraş Oni̇ki̇şubat Şehi̇t Administrative Ateşe Galip Özmen Mtal 2 Workshop Construction Work,06/29/2026:10:00:00,TR
Procurement Of Various Electronic Materials For Metro Operations Branch Directorate General Maintenance Workshops Unit Electronic Workshops Section,06/29/2026:15:00:00,TR
Cng (Compressed Natural Gas) Purchase Work,06/30/2026:10:00:00,TR
Phacoemulsification Device In Exchange For Consumables For Eye Clinic Needs,06/30/2026:10:00:00,TR
Yakakent Fishing Shelter 2Nd Secondary Breakwater Dock Reinforcement Construction,06/30/2026:10:00:00,TR
Gülhane Eah Blood Bank Procurement Of 1 Part Service In Exchange Of Results For A Period Of 24 Months (Immunoheatology Tests),06/30/2026:11:00:00,TR
Kahramanmaraş Afşi̇n Turgay Ci̇ner Mtal Elektri̇k Workshop Building Construction Work,06/30/2026:11:30:00,TR
10 Section 18 Pen Medical Device,06/30/2026:14:00:00,TR
Purchase Of 38 Items Of Medical Consumables,07/01/2026:10:00:00,TR
Purchasing Tires In Various Sizes,07/01/2026:10:00:00,TR
"Construction Work Of 30000M2 8Cm Locking Concrete Paving Stone, 500M2 Begonite Concrete Paving Stone, 300M2 Concrete Curb And 200Meter Rain Gutter Layer In Various Neighborhoods Of Kavaklidere District",07/01/2026:14:00:00,TR
Truck Tracking Data Chips Renewed 2026,07/02/2026:00:00:00,SA
Patient Room Rehabilitation Project For The Main Hospital Building At King Fahad University Hospital In Al-Khobar,07/02/2026:00:00:00,SA
"Operation, General Maintenance, Cleaning And Agricultural Contract Services For Residential Complexes (1 And 2)",07/02/2026:00:00:00,SA
"Operate And Maintain Cyber Governance, Risk And Compliance Management Systems",07/02/2026:00:00:00,SA
Egg And Pullet Production Facility Machinery And Equipment Procurement Work,07/02/2026:10:00:00,TR
Eskisehir No. 2 Open Criminal Execution Institution Directorate 2026 Second 6-Month 8-Party Food Material Purchase Tender,07/02/2026:10:00:00,TR
Various Furniture Purchasing Work,07/02/2026:10:00:00,TR
Mineral Oil Intake,07/02/2026:14:00:00,TR
Procurement Of Medical Imaging Service To Be Provided With 36-Month Positron Emission Tomography/Computed Tomography (Pet/Ct) System To Meet The Needs Of Our Hospital'S Nuclear Medicine Unit.,07/03/2026:14:00:00,TR
Mersi̇n Province Mezi̇tli̇ District Muhitti̇n Develi̇ 24 Classroom Secondary School Construction Work,07/07/2026:10:00:00,TR
Protective Clothing Material,07/08/2026:10:00:00,TR
Modernization Of Yedi̇kir Features Production Facility And Turkish Caviar Project Work In Accordance With The Protocol Signed Between Our Provincial Directorate Of Agriculture And Forestry And Dokap.,07/09/2026:10:00:00,TR
